ATL,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2005
8,C.J. Watson,27,49,25,1159,161,437,.368,68,173,.393,93,264,.352,.446,84,104,.808,21,84,105,200,45,8,97,103,474,CHI,2012
9,Omer Asik,25,66,2,971,79,156,.506,0,0,,79,156,.506,.506,47,103,.456,127,223,350,32,30,68,68,121,205,CHI,2012
10,John Lucas III,29,49,2,726,143,358,.399,55,140,.393,88,218,.404,.476,28,32,.875,22,54,76,108,19,1,42,42,369,CHI,2012
11,Richard Hamilton,33,28,28,697,140,310,.452,17,46,.370,123,264,.466,.479,29,37,.784,20,46,66,84,12,1,49,56,326,CHI,2012
12,Jimmy Butler,22,42,0,359,32,79,.405,2,11,.182,30,68,.441,.418,43,56,.768,23,33,56,14,11,5,14,20,109,CHI,2012
13,Brian Scalabrine,33,28,0,122,14,30,.467,1,7,.143,13,23,.565,.483,3,6,.500,8,13,21,15,5,6,9,9,32,CHI,2012
14,Mike James,36,11,0,120,20,49,.408,6,10,.600,14,39,.359,.469,7,8,.875,2,8,10,29,4,2,14,20,53,CHI,2012
,Team Totals,,66,,15940,2467,5462,.452,419,1117,.375,2048,4345,.471,.490,1006,1394,.722,915,2165,3080,1527,456,388,923,1139,6359,CHI,2012
CHI,2013
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,CHI,2013
1,Luol Deng,27,75,75,2903,466,1093,.426,75,233,.322,391,860,.455,.461,230,282,.816,162,314,476,222,81,32,144,105,1237,CHI,2013
2,Carlos Boozer,31,79,79,2546,544,1140,.477,0,2,.000,544,1138,.478,.477,193,264,.731,175,596,771,179,66,28,176,239,1281,CHI,2013
3,Joakim Noah,27,66,64,2426,303,630,.481,0,5,.000,303,625,.485,.481,178,237,.751,260,473,733,262,78,141,176,185,784,CHI,2013
4,Jimmy Butler,23,82,20,2134,239,512,.467,40,105,.381,199,407,.489,.506,187,233,.803,136,192,328,115,78,31,62,97,705,CHI,2013
